CENSUS_YEAR,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,DATA_QUALITY_FLAG,ALT_GEO_CODE,DIM: Year (2),Member ID: Year (2),Notes: Year (2),DIM: Age (9),Member ID: Age (9),Notes: Age (9),DIM: Sex (3),Member ID: Sex (3),Notes: Sex (3),DIM: Income sources and taxes (16),Member ID: Income sources and taxes (16),Notes: Income sources and taxes (16),Dim: Income statistics (5A): Member ID: [1]: Total - Population aged 15 years and over,Dim: Income statistics (5A): Member ID: [2]: With an amount,Dim: Income statistics (5A): Member ID: [3]: Percentage with an amount (%),Dim: Income statistics (5A): Member ID: [4]: Average amount ($) (Note: 19),Dim: Income statistics (5A): Member ID: [5]: Aggregate amount ($'000)
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Female,3,,Total income,1,3,139920,107810,77.1,12912,1392064
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Female,3,,Market income,2,4,139920,100490,71.8,13046,1310948
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Female,3,,Employment income,3,5,139920,93990,67.2,12417,1167168
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Female,3,,"Wages, salaries and commissions",4,6,139920,92565,66.2,12329,1141204
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Female,3,,Net self-employment income,5,7,139920,4035,2.9,6428,25938
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Female,3,,Investment income,6,8,139915,19790,14.1,3715,73542
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Female,3,,Private retirement income,7,9,139920,180,0.1,5148,927
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Female,3,,Market income not included elsewhere,8,10,139920,17925,12.8,3868,69319
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Female,3,,Government transfers,9,11,139920,68610,49,1183,81138
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Female,3,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,139920,0,0,0,0
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Female,3,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,139920,2250,1.6,2571,5785
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Female,3,,Employment Insurance (EI) benefits,12,14,139920,3320,2.4,4464,14819
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Female,3,,Child benefits,13,15,139920,3990,2.9,3333,13298
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Female,3,,Other government transfers,14,16,139920,65295,46.7,723,47230
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Female,3,,After-tax income,15,17,139920,107685,77,12248,1318965
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,15 to 24 years,2,,Female,3,,Income taxes,16,18,139920,30770,22,2375,73080
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Total - Sex,1,,Total income,1,3,1205970,1181095,97.9,49222,58135711
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Total - Sex,1,,Market income,2,4,1205970,1085635,90,51200,55584507
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Total - Sex,1,,Employment income,3,5,1205970,991315,82.2,51425,50978046
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Total - Sex,1,,"Wages, salaries and commissions",4,6,1205970,899965,74.6,52224,46999553
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Total - Sex,1,,Net self-employment income,5,7,1205970,174495,14.5,22801,3978475
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Total - Sex,1,,Investment income,6,8,1205970,440560,36.5,6027,2655216
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Total - Sex,1,,Private retirement income,7,9,1205970,38380,3.2,24350,934551
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Total - Sex,1,,Market income not included elsewhere,8,10,1205970,168075,13.9,6049,1016650
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Total - Sex,1,,Government transfers,9,11,1205970,639870,53.1,3987,2551413
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Total - Sex,1,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,1205970,5465,0.5,6320,34536
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Total - Sex,1,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,1205970,61330,5.1,7026,430921
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Total - Sex,1,,Employment Insurance (EI) benefits,12,14,1205970,100420,8.3,6359,638540
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Total - Sex,1,,Child benefits,13,15,1205970,215140,17.8,3099,666634
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Total - Sex,1,,Other government transfers,14,16,1205970,410205,34,1903,780785
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Total - Sex,1,,After-tax income,15,17,1205970,1180720,97.9,40396,47695931
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Total - Sex,1,,Income taxes,16,18,1205970,867800,72,12030,10439922
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Male,2,,Total income,1,3,583785,578105,99,60674,35075718
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Male,2,,Market income,2,4,583785,535885,91.8,63801,34190081
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Male,2,,Employment income,3,5,583785,503740,86.3,62761,31615382
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Male,2,,"Wages, salaries and commissions",4,6,583785,450530,77.2,64092,28875460
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Male,2,,Net self-employment income,5,7,583785,99465,17,27546,2739912
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Male,2,,Investment income,6,8,583780,202605,34.7,7418,1502898
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Male,2,,Private retirement income,7,9,583785,19300,3.3,30017,579332
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Male,2,,Market income not included elsewhere,8,10,583780,74395,12.7,6619,492399
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Male,2,,Government transfers,9,11,583785,264955,45.4,3343,885689
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Male,2,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,583780,565,0.1,6258,3504
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Male,2,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,583780,24600,4.2,7778,191332
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Male,2,,Employment Insurance (EI) benefits,12,14,583785,37510,6.4,5608,210349
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Male,2,,Child benefits,13,15,583785,11070,1.9,3323,36786
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Male,2,,Other government transfers,14,16,583785,231345,39.6,1918,443685
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Male,2,,After-tax income,15,17,583785,577815,99,48484,28014790
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Male,2,,Income taxes,16,18,583785,452900,77.6,15590,7060863
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Female,3,,Total income,1,3,622185,602995,96.9,38242,23059976
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Female,3,,Market income,2,4,622185,549750,88.4,38917,21394187
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Female,3,,Employment income,3,5,622185,487575,78.4,39712,19362643
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Female,3,,"Wages, salaries and commissions",4,6,622185,449435,72.2,40326,18123884
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Female,3,,Net self-employment income,5,7,622185,75025,12.1,16508,1238548
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Female,3,,Investment income,6,8,622185,237950,38.2,4843,1152347
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Female,3,,Private retirement income,7,9,622185,19075,3.1,18615,355075
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Female,3,,Market income not included elsewhere,8,10,622185,93680,15.1,5597,524280
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Female,3,,Government transfers,9,11,622185,374915,60.3,4443,1665702
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Female,3,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,622190,4905,0.8,6327,31032
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Female,3,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,622185,36735,5.9,6522,239588
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Female,3,,Employment Insurance (EI) benefits,12,14,622185,62905,10.1,6806,428159
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Female,3,,Child benefits,13,15,622185,204070,32.8,3086,629848
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Female,3,,Other government transfers,14,16,622185,178855,28.7,1885,337100
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Female,3,,After-tax income,15,17,622190,602905,96.9,32643,19680916
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 64 years,3,,Female,3,,Income taxes,16,18,622185,414900,66.7,8144,3379056
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Total - Sex,1,,Total income,1,3,970060,952195,98.2,48268,45960891
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Total - Sex,1,,Market income,2,4,970065,877455,90.5,50172,44023688
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Total - Sex,1,,Employment income,3,5,970065,823450,84.9,50533,41611554
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Total - Sex,1,,"Wages, salaries and commissions",4,6,970065,753940,77.7,51146,38561079
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Total - Sex,1,,Net self-employment income,5,7,970065,136585,14.1,22334,3050487
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Total - Sex,1,,Investment income,6,8,970060,320845,33.1,5150,1652343
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Total - Sex,1,,Private retirement income,7,9,970060,5900,0.6,13334,78674
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Total - Sex,1,,Market income not included elsewhere,8,10,970060,118275,12.2,5758,680983
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Total - Sex,1,,Government transfers,9,11,970065,525415,54.2,3687,1937316
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Total - Sex,1,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,970060,0,0,0,0
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Total - Sex,1,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,970060,15410,1.6,7723,119043
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Total - Sex,1,,Employment Insurance (EI) benefits,12,14,970060,86915,9,6529,567468
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Total - Sex,1,,Child benefits,13,15,970060,209685,21.6,3121,654365
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Total - Sex,1,,Other government transfers,14,16,970060,334435,34.5,1784,596474
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Total - Sex,1,,After-tax income,15,17,970065,951855,98.1,39905,37983935
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Total - Sex,1,,Income taxes,16,18,970060,699840,72.1,11398,7976757
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Male,2,,Total income,1,3,468440,463890,99,58702,27231200
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Male,2,,Market income,2,4,468440,431280,92.1,61761,26636043
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Male,2,,Employment income,3,5,468440,414125,88.4,61188,25339159
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Male,2,,"Wages, salaries and commissions",4,6,468445,373770,79.8,62319,23292587
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Male,2,,Net self-employment income,5,7,468445,76995,16.4,26584,2046798
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Male,2,,Investment income,6,8,468440,146795,31.3,6418,942132
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Male,2,,Private retirement income,7,9,468440,2815,0.6,16603,46737
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Male,2,,Market income not included elsewhere,8,10,468440,51695,11,5956,307872
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Male,2,,Government transfers,9,11,468440,209380,44.7,2841,594916
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Male,2,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,468440,0,0,0,0
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Male,2,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,468440,6005,1.3,8457,50786
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Male,2,,Employment Insurance (EI) benefits,12,14,468440,31245,6.7,5586,174537
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Male,2,,Child benefits,13,15,468440,10130,2.2,3380,34236
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Male,2,,Other government transfers,14,16,468440,189065,40.4,1774,335356
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Male,2,,After-tax income,15,17,468445,463670,99,47265,21915185
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Male,2,,Income taxes,16,18,468445,364130,77.7,14599,5315956
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Female,3,,Total income,1,3,501620,488305,97.3,38357,18729705
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Female,3,,Market income,2,4,501625,446180,88.9,38969,17387347
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Female,3,,Employment income,3,5,501625,409325,81.6,39753,16272086
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Female,3,,"Wages, salaries and commissions",4,6,501625,380175,75.8,40161,15268451
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Female,3,,Net self-employment income,5,7,501620,59595,11.9,16843,1003697
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Female,3,,Investment income,6,8,501625,174050,34.7,4080,710211
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Female,3,,Private retirement income,7,9,501620,3080,0.6,10348,31925
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Female,3,,Market income not included elsewhere,8,10,501620,66580,13.3,5604,373083
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Female,3,,Government transfers,9,11,501620,316035,63,4248,1342398
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Female,3,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,501625,0,0,0,0
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Female,3,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,501620,9410,1.9,7254,68259
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Female,3,,Employment Insurance (EI) benefits,12,14,501620,55670,11.1,7058,392934
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Female,3,,Child benefits,13,15,501620,199555,39.8,3108,620113
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Female,3,,Other government transfers,14,16,501620,145365,29,1796,261118
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Female,3,,After-tax income,15,17,501625,488190,97.3,32915,16068941
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 54 years,4,,Female,3,,Income taxes,16,18,501620,335710,66.9,7926,2660807
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Total - Sex,1,,Total income,1,3,288280,282615,98,37072,10477127
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Total - Sex,1,,Market income,2,4,288275,258695,89.7,38410,9936263
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Total - Sex,1,,Employment income,3,5,288280,248620,86.2,38706,9623129
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Total - Sex,1,,"Wages, salaries and commissions",4,6,288280,235585,81.7,38737,9125956
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Total - Sex,1,,Net self-employment income,5,7,288280,29940,10.4,16606,497187
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Total - Sex,1,,Investment income,6,8,288275,69640,24.2,2223,154806
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Total - Sex,1,,Private retirement income,7,9,288280,1005,0.3,7395,7432
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Total - Sex,1,,Market income not included elsewhere,8,10,288280,31510,10.9,4792,151006
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Total - Sex,1,,Government transfers,9,11,288275,172905,60,3128,540761
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Total - Sex,1,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,288280,0,0,0,0
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Total - Sex,1,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,288280,1405,0.5,5532,7745
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Total - Sex,1,,Employment Insurance (EI) benefits,12,14,288280,33115,11.5,6937,229734
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Total - Sex,1,,Child benefits,13,15,288275,45205,15.7,3222,145647
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Total - Sex,1,,Other government transfers,14,16,288280,127960,44.4,1232,157636
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Total - Sex,1,,After-tax income,15,17,288280,282460,98,31905,9011884
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Total - Sex,1,,Income taxes,16,18,288280,199015,69,7363,1465278
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Male,2,,Total income,1,3,138445,136910,98.9,42213,5779413
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Male,2,,Market income,2,4,138445,126470,91.4,44528,5631510
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Male,2,,Employment income,3,5,138450,122800,88.7,44629,5480190
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Male,2,,"Wages, salaries and commissions",4,6,138450,114895,83,44832,5150977
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Male,2,,Net self-employment income,5,7,138445,16855,12.2,19545,329429
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Male,2,,Investment income,6,8,138445,32185,23.2,2441,78568
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Male,2,,Private retirement income,7,9,138445,460,0.3,6005,2792
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Male,2,,Market income not included elsewhere,8,10,138445,14410,10.4,4850,69882
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Male,2,,Government transfers,9,11,138445,75610,54.6,1956,147857
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Male,2,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,138450,0,0,0,0
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Male,2,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,138445,670,0.5,5899,3952
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Male,2,,Employment Insurance (EI) benefits,12,14,138445,11025,8,5133,56622
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Male,2,,Child benefits,13,15,138445,1415,1,3160,4472
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Male,2,,Other government transfers,14,16,138445,70300,50.8,1178,82821
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Male,2,,After-tax income,15,17,138445,136815,98.8,35694,4883520
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Male,2,,Income taxes,16,18,138450,102500,74,8740,895899
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Female,3,,Total income,1,3,149830,145705,97.2,32241,4697717
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Female,3,,Market income,2,4,149830,132220,88.2,32558,4304761
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Female,3,,Employment income,3,5,149830,125825,84,32926,4142739
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Female,3,,"Wages, salaries and commissions",4,6,149830,120690,80.6,32936,3974993
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Female,3,,Net self-employment income,5,7,149830,13085,8.7,12821,167765
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Female,3,,Investment income,6,8,149830,37450,25,2036,76238
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Female,3,,Private retirement income,7,9,149830,545,0.4,8574,4630
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Female,3,,Market income not included elsewhere,8,10,149830,17100,11.4,4744,81125
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Female,3,,Government transfers,9,11,149830,97295,64.9,4038,392907
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Female,3,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,149830,0,0,0,0
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Female,3,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,149830,730,0.5,5196,3793
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Female,3,,Employment Insurance (EI) benefits,12,14,149830,22090,14.7,7838,173105
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Female,3,,Child benefits,13,15,149830,43785,29.2,3224,141159
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Female,3,,Other government transfers,14,16,149835,57660,38.5,1297,74809
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Female,3,,After-tax income,15,17,149830,145645,97.2,28345,4128368
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,25 to 34 years,5,,Female,3,,Income taxes,16,18,149830,96510,64.4,5899,569343
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Total - Sex,1,,Total income,1,3,345665,340295,98.4,50022,17022026
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Total - Sex,1,,Market income,2,4,345665,313480,90.7,51712,16210537
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Total - Sex,1,,Employment income,3,5,345670,294425,85.2,52658,15503931
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Total - Sex,1,,"Wages, salaries and commissions",4,6,345670,267175,77.3,53484,14289203
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Total - Sex,1,,Net self-employment income,5,7,345665,52655,15.2,23067,1214574
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Total - Sex,1,,Investment income,6,8,345670,113385,32.8,4144,469864
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Total - Sex,1,,Private retirement income,7,9,345665,1350,0.4,10530,14215
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Total - Sex,1,,Market income not included elsewhere,8,10,345665,40845,11.8,5446,222434
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Total - Sex,1,,Government transfers,9,11,345665,196275,56.8,4135,811590
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Total - Sex,1,,Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),10,12,345665,0,0,0,0
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Total - Sex,1,,Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,11,13,345670,3835,1.1,7621,29227
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Total - Sex,1,,Employment Insurance (EI) benefits,12,14,345665,31965,9.2,6936,221712
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Total - Sex,1,,Child benefits,13,15,345670,105210,30.4,3331,350478
2016,933,2,Vancouver,5.7,1,59933,2005,2,2,35 to 44 years,6,,Total - Sex,1,,Other government transfers,14,16,345665,106410,30.8,1975,210206
