TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2020,6,12,8,27,26XX W BROADWAY AVE,Kitsilano,487911.3308,5456827.307
Break and Enter Commercial,2020,5,11,10,41,26XX W BROADWAY AVE,Kitsilano,487936.0135,5456827.072
Break and Enter Commercial,2020,10,6,2,40,27XX ARBUTUS ST,Kitsilano,488861.9821,5456555.757
Break and Enter Commercial,2020,5,23,0,0,27XX COOPERATIVE WAY,Renfrew-Collingwood,496427.4385,5456077.086
Break and Enter Commercial,2020,4,19,2,30,27XX E BROADWAY AVE,Renfrew-Collingwood,496537.5189,5456578.609
Break and Enter Commercial,2020,9,4,3,44,27XX E HASTINGS ST,Hastings-Sunrise,496560.9549,5458707.787
Break and Enter Commercial,2020,10,8,16,30,27XX E KENT AVE N,Killarney,496291.7075,5450385.204
Break and Enter Commercial,2020,7,20,2,43,27XX GRANVILLE ST,Fairview,489921.2408,5456547.713
Break and Enter Commercial,2020,4,10,2,6,27XX MAIN ST,Mount Pleasant,492657.7855,5456467.176
Break and Enter Commercial,2020,5,30,0,30,27XX SOPHIA ST,Mount Pleasant,492843.2228,5456411.915
Break and Enter Commercial,2020,10,8,1,30,27XX SOPHIA ST,Mount Pleasant,492852.4515,5456415.329
Break and Enter Commercial,2020,4,11,21,50,27XX W 4TH AVE,Kitsilano,487834.8062,5457298.311
Break and Enter Commercial,2020,5,15,1,17,28XX BENTALL ST,Renfrew-Collingwood,497676.2065,5456229.266
Break and Enter Commercial,2020,5,23,1,22,28XX CAMBIE ST,Fairview,491623.6613,5456399.687
Break and Enter Commercial,2020,3,23,13,30,28XX CAMBIE ST,Mount Pleasant,491637.7669,5456322.492
Break and Enter Commercial,2020,8,3,4,19,28XX CAMBIE ST,Mount Pleasant,491637.7669,5456322.492
Break and Enter Commercial,2020,3,26,18,30,28XX COMMERCIAL DR,Kensington-Cedar Cottage,494922.2138,5456297.557
Break and Enter Commercial,2020,6,23,3,57,28XX E BROADWAY AVE,Hastings-Sunrise,496758.3899,5456582.038
Break and Enter Commercial,2020,8,28,5,0,28XX E HASTINGS ST,Hastings-Sunrise,496682.6391,5458707.636
Break and Enter Commercial,2020,8,11,2,40,28XX E HASTINGS ST,Hastings-Sunrise,496773.8144,5458716.784
Break and Enter Commercial,2020,7,23,9,20,28XX E KENT AVE S,Killarney,496436.7732,5450365.235
Break and Enter Commercial,2020,3,19,23,30,28XX GRANDVIEW HWY,Renfrew-Collingwood,496740.5673,5456164.234
Break and Enter Commercial,2020,9,1,6,56,28XX GRANDVIEW HWY,Renfrew-Collingwood,496744.0687,5456164.242
Break and Enter Commercial,2020,3,26,3,30,28XX GRANVILLE ST,Fairview,489901.4294,5456353.732
Break and Enter Commercial,2020,7,7,0,53,28XX GRANVILLE ST,Fairview,489901.4294,5456353.732
Break and Enter Commercial,2020,6,12,8,24,28XX GRANVILLE ST,Fairview,489910.8026,5456363.582
Break and Enter Commercial,2020,4,16,3,0,28XX MAIN ST,Mount Pleasant,492647.9799,5456300.164
Break and Enter Commercial,2020,6,5,8,38,28XX ST GEORGE ST,Mount Pleasant,493223.6959,5456252.538
Break and Enter Commercial,2020,4,29,18,0,28XX TRINITY ST,Hastings-Sunrise,496669.8394,5459667.045
Break and Enter Commercial,2020,9,12,0,0,29XX E KENT AVE S,Killarney,496578.4895,5450383.388
Break and Enter Commercial,2020,9,5,2,30,29XX GRANVILLE ST,Fairview,489910.4456,5456255.506
Break and Enter Commercial,2020,4,4,3,44,29XX MAIN ST,Mount Pleasant,492637.6703,5456237.819
Break and Enter Commercial,2020,3,26,23,0,29XX ONTARIO ST,Mount Pleasant,492360.2128,5456278.5
Break and Enter Commercial,2020,3,27,17,0,29XX RUPERT ST,Renfrew-Collingwood,497531.8049,5456113.406
Break and Enter Commercial,2020,4,21,0,0,29XX VIRTUAL WAY,Renfrew-Collingwood,497024.0816,5456482.257
Break and Enter Commercial,2020,3,28,23,37,29XX W BROADWAY AVE,Kitsilano,487486.995,5456829.291
Break and Enter Commercial,2020,5,17,8,45,29XX W BROADWAY AVE,Kitsilano,487520.6716,5456837.467
Break and Enter Commercial,2020,9,17,1,26,29XX W BROADWAY AVE,Kitsilano,487596.9364,5456825.173
Break and Enter Commercial,2020,3,12,17,22,29XX WALL ST,Hastings-Sunrise,496826.9353,5459797.843
Break and Enter Commercial,2020,4,12,5,47,2X ALEXANDER ST,Central Business District,492471.3214,5458984.921
Break and Enter Commercial,2020,5,17,22,0,2X ALEXANDER ST,Central Business District,492471.3214,5458984.921
Break and Enter Commercial,2020,4,2,6,20,2X E 2ND AVE,Mount Pleasant,492422.0703,5457382.362
Break and Enter Commercial,2020,9,21,3,43,2X E 5TH AVE,Mount Pleasant,492412.7397,5457081.432
Break and Enter Commercial,2020,4,24,5,57,2X E 6TH AVE,Mount Pleasant,492414.3949,5456986.83
Break and Enter Commercial,2020,7,10,10,7,2X E CORDOVA ST,Central Business District,492453.0836,5458847.036
Break and Enter Commercial,2020,3,17,15,0,2X POWELL ST,Central Business District,492474.2991,5458946.53
Break and Enter Commercial,2020,4,15,0,0,2X POWELL ST,Central Business District,492474.2991,5458946.53
Break and Enter Commercial,2020,4,12,0,39,2X W 7TH AVE,Mount Pleasant,492339.4863,5456889.694
Break and Enter Commercial,2020,7,6,21,0,2X W HASTINGS ST,Central Business District,492353.4006,5458773.399
Break and Enter Commercial,2020,9,17,12,4,2X W HASTINGS ST,Central Business District,492353.4006,5458773.399
Break and Enter Commercial,2020,10,15,4,46,2X W HASTINGS ST,Central Business District,492353.4006,5458773.399
Break and Enter Commercial,2020,10,18,1,46,2X W PENDER ST,Central Business District,492322.3549,5458671.171
Break and Enter Commercial,2020,10,18,5,7,2X W PENDER ST,Central Business District,492322.3549,5458671.171
Break and Enter Commercial,2020,10,16,0,0,2X W PENDER ST,Central Business District,492327.5797,5458669.756
Break and Enter Commercial,2020,4,4,12,0,2XX ABBOTT ST,Central Business District,492254.2247,5459013.223
Break and Enter Commercial,2020,6,19,19,52,2XX ALVIN NAROD MEWS,Central Business District,491275.0832,5457982.129
Break and Enter Commercial,2020,10,14,23,30,2XX ALVIN NAROD MEWS,Central Business District,491275.0832,5457982.129
Break and Enter Commercial,2020,6,9,21,17,2XX BURRARD ST,Central Business District,491602.6577,5459485.02
Break and Enter Commercial,2020,7,17,0,0,2XX BURRARD ST,Central Business District,491602.6577,5459485.02
Break and Enter Commercial,2020,3,31,2,0,2XX CAMBIE ST,Central Business District,492071.3388,5459033.552
Break and Enter Commercial,2020,6,3,0,0,2XX CARRALL ST,Central Business District,492414.7555,5458944.103
Break and Enter Commercial,2020,6,18,16,0,2XX CARRALL ST,Central Business District,492414.7555,5458944.103
Break and Enter Commercial,2020,9,1,5,30,2XX CARRALL ST,Central Business District,492415.4466,5458967.177
Break and Enter Commercial,2020,9,22,8,47,2XX CARRALL ST,Central Business District,492415.4466,5458967.177
Break and Enter Commercial,2020,8,18,7,59,2XX CENTRAL ST,Strathcona,492821.9014,5457605.888
Break and Enter Commercial,2020,6,6,23,0,2XX COLUMBIA ST,Central Business District,492562.2672,5458895.798
Break and Enter Commercial,2020,5,29,20,10,2XX DAVIE ST,Central Business District,491127.0922,5457976.965
Break and Enter Commercial,2020,4,30,18,35,2XX E 11TH AVE,Mount Pleasant,492655.7915,5456483.473
Break and Enter Commercial,2020,7,30,21,15,2XX E 13TH AVE,Mount Pleasant,492791.6682,5456280.167
Break and Enter Commercial,2020,10,21,15,0,2XX E 14TH AVE,Mount Pleasant,492713.4506,5456189.183
Break and Enter Commercial,2020,6,29,19,30,2XX E 15TH AVE,Mount Pleasant,492718.7746,5456090.037
Break and Enter Commercial,2020,7,1,2,0,2XX E 15TH AVE,Mount Pleasant,492774.5382,5456088.822
Break and Enter Commercial,2020,4,20,18,0,2XX E 28TH AVE,Riley Park,492662.2638,5454771.697
Break and Enter Commercial,2020,7,5,23,30,2XX E 49TH AVE,Sunset,492615.3644,5452540.702
Break and Enter Commercial,2020,6,13,5,30,2XX E 5TH AVE,Mount Pleasant,492687.0807,5457071.532
Break and Enter Commercial,2020,7,3,4,51,2XX E 7TH AVE,Mount Pleasant,492677.537,5456879.381
Break and Enter Commercial,2020,7,9,22,5,2XX E CORDOVA ST,Strathcona,492815.7599,5458835.698
Break and Enter Commercial,2020,3,23,2,20,2XX E GEORGIA ST,Strathcona,492764.3892,5458432.623
Break and Enter Commercial,2020,10,23,20,53,2XX E GEORGIA ST,Strathcona,492771.2519,5458432.469
Break and Enter Commercial,2020,6,29,8,0,2XX E GEORGIA ST,Strathcona,492782.0923,5458432.225
Break and Enter Commercial,2020,10,9,5,5,2XX E GEORGIA ST,Strathcona,492782.0923,5458432.225
Break and Enter Commercial,2020,4,5,3,9,2XX E GEORGIA ST,Strathcona,492785.7057,5458432.144
Break and Enter Commercial,2020,3,14,20,35,2XX E GEORGIA ST,Strathcona,492803.5673,5458422.596
Break and Enter Commercial,2020,4,11,12,0,2XX E GEORGIA ST,Strathcona,492803.5673,5458422.596
Break and Enter Commercial,2020,3,27,13,17,2XX E HASTINGS ST,Strathcona,492852.944,5458739.373
Break and Enter Commercial,2020,6,12,17,0,2XX E PENDER ST,Strathcona,492805.5996,5458632.832
Break and Enter Commercial,2020,4,8,15,39,2XX E PENDER ST,Strathcona,492856.7949,5458631.278
Break and Enter Commercial,2020,4,17,9,30,2XX E PENDER ST,Strathcona,492878.3416,5458630.624
Break and Enter Commercial,2020,6,4,18,0,2XX E PENDER ST,Strathcona,492902.1253,5458620.754
Break and Enter Commercial,2020,8,26,6,0,2XX E PENDER ST,Strathcona,492914.3896,5458629.531
Break and Enter Commercial,2020,4,2,4,41,2XX GRANVILLE ST,Central Business District,491833.5672,5459286.875
Break and Enter Commercial,2020,3,24,23,30,2XX HOWE ST,Central Business District,491753.5672,5459360.915
Break and Enter Commercial,2020,3,25,18,0,2XX INDUSTRIAL AVE,Strathcona,492836.6481,5457480.465
Break and Enter Commercial,2020,3,26,18,0,2XX INDUSTRIAL AVE,Strathcona,492836.6481,5457480.465
Break and Enter Commercial,2020,4,8,2,35,2XX KEEFER ST,Strathcona,492796.7161,5458533.142
Break and Enter Commercial,2020,7,29,1,21,2XX KEEFER ST,Strathcona,492819.9382,5458532.459
Break and Enter Commercial,2020,3,18,17,30,2XX KEEFER ST,Strathcona,492870.7456,5458521.816
Break and Enter Commercial,2020,4,15,22,0,2XX KINGSWAY AVE,Mount Pleasant,492859.9242,5456532.261
Break and Enter Commercial,2020,7,13,3,0,2XX N TEMPLETON DR,Grandview-Woodland,495655.4135,5459338.659
Break and Enter Commercial,2020,9,27,15,0,2XX PRIOR ST,Strathcona,492824.1682,5458218.557
Break and Enter Commercial,2020,4,5,4,29,2XX ROBSON ST,Central Business District,491566.7732,5458453.594
Break and Enter Commercial,2020,4,25,4,33,2XX TERMINAL AVE,Strathcona,492956.0112,5457739.449
Break and Enter Commercial,2020,5,21,15,0,2XX TERMINAL AVE,Strathcona,492956.0112,5457739.449
Break and Enter Commercial,2020,3,24,5,17,2XX UNION ST,Strathcona,492834.368,5458331.412
Break and Enter Commercial,2020,3,17,8,4,2XX UNION ST,Strathcona,492849.1055,5458330.838
Break and Enter Commercial,2020,3,30,15,15,2XX UNION ST,Strathcona,492849.1055,5458330.838
Break and Enter Commercial,2020,3,30,5,23,2XX W 1ST AVE,Mount Pleasant,491849.715,5457377.428
Break and Enter Commercial,2020,4,4,23,42,2XX W 1ST AVE,Mount Pleasant,491849.715,5457377.428
Break and Enter Commercial,2020,4,23,3,45,2XX W 1ST AVE,Mount Pleasant,491849.715,5457377.428
Break and Enter Commercial,2020,6,3,20,0,2XX W 1ST AVE,Mount Pleasant,491849.715,5457377.428
Break and Enter Commercial,2020,4,9,4,33,2XX W 2ND AVE,Mount Pleasant,491997.5933,5457360.838
Break and Enter Commercial,2020,3,15,6,38,2XX W 4TH AVE,Mount Pleasant,491967.0941,5457199.851
Break and Enter Commercial,2020,3,18,20,0,2XX W 62ND AVE,Marpole,491860.2849,5451277.57
Break and Enter Commercial,2020,4,4,4,18,2XX W 8TH AVE,Mount Pleasant,491983.3062,5456790.029
Break and Enter Commercial,2020,4,6,3,41,2XX W 8TH AVE,Mount Pleasant,491983.3062,5456790.029
Break and Enter Commercial,2020,10,14,0,1,2XX W 8TH AVE,Mount Pleasant,492006.4119,5456789.359
Break and Enter Commercial,2020,3,24,5,32,2XX W BROADWAY AVE,Mount Pleasant,491994.0959,5456708.585
Break and Enter Commercial,2020,7,10,5,0,2XX W HASTINGS ST,Central Business District,492028.77,5458878.564
Break and Enter Commercial,2020,10,15,11,6,2XX W HASTINGS ST,Central Business District,492028.77,5458878.564
Break and Enter Commercial,2020,3,24,16,0,2XX W PENDER ST,Central Business District,491958.8633,5458790.557
Break and Enter Commercial,2020,4,4,0,13,2XX W PENDER ST,Central Business District,491958.8633,5458790.557
Break and Enter Commercial,2020,6,3,5,52,30XX CAMBIE ST,Fairview,491625.8526,5456208.217
Break and Enter Commercial,2020,9,25,22,1,30XX E KENT AVE S,Killarney,496807.491,5450410.858
Break and Enter Commercial,2020,5,5,0,20,30XX GRANDVIEW HWY,Renfrew-Collingwood,497076.9857,5456156.873
Break and Enter Commercial,2020,11,1,1,16,30XX KINGSWAY AVE,Renfrew-Collingwood,497078.1451,5453664.939
Break and Enter Commercial,2020,4,11,15,0,30XX LAUREL ST,Fairview,490946.6749,5456183.315
Break and Enter Commercial,2020,9,20,4,0,30XX MAIN ST,Mount Pleasant,492635.0917,5456153.07
Break and Enter Commercial,2020,5,1,6,59,30XX MAIN ST,Mount Pleasant,492643.5495,5456139.205
Break and Enter Commercial,2020,4,1,10,32,30XX QUEBEC ST,Mount Pleasant,492496.3691,5456112.352
Break and Enter Commercial,2020,3,29,0,13,30XX W BROADWAY AVE,Kitsilano,487410.1218,5456831.456
Break and Enter Commercial,2020,7,1,14,27,30XX WALL ST,Hastings-Sunrise,496975.9531,5459622.117
Break and Enter Commercial,2020,4,11,7,20,317A CAMBIE ST,Central Business District,492051.2001,5458963.158
Break and Enter Commercial,2020,3,27,0,0,31XX CAMBIE ST,Mount Pleasant,491633.277,5456072.428
Break and Enter Commercial,2020,3,30,6,56,31XX E BROADWAY AVE,Renfrew-Collingwood,497248.1034,5456566.241
Break and Enter Commercial,2020,4,14,23,34,31XX E BROADWAY AVE,Renfrew-Collingwood,497248.1034,5456566.241
Break and Enter Commercial,2020,3,24,10,0,31XX GRANVILLE ST,Fairview,489898.009,5456093.711
Break and Enter Commercial,2020,4,19,11,36,31XX GRANVILLE ST,Fairview,489898.009,5456093.711
Break and Enter Commercial,2020,4,14,1,46,31XX GRANVILLE ST,Fairview,489898.598,5456109.401
Break and Enter Commercial,2020,8,11,4,43,31XX HEATHER ST,Fairview,491254.3894,5456038.008
Break and Enter Commercial,2020,4,14,5,48,31XX MAIN ST,Mount Pleasant,492629.1643,5455998.805
Break and Enter Commercial,2020,3,17,0,0,31XX MAIN ST,Mount Pleasant,492630.7921,5456053.785
Break and Enter Commercial,2020,10,26,10,43,31XX RIVERWALK AVE,Killarney,497011.8319,5450359.365
Break and Enter Commercial,2020,4,14,5,17,31XX W BROADWAY AVE,Kitsilano,487321.1393,5456843.071
Break and Enter Commercial,2020,3,24,0,0,32XX CAMBIE ST,South Cambie,491620.0627,5455935.989
Break and Enter Commercial,2020,4,6,23,30,32XX RIVERWALK AVE,Killarney,497213.6619,5450306.525
Break and Enter Commercial,2020,7,19,3,9,32XX W BROADWAY AVE,Kitsilano,487116.7176,5456839.448
Break and Enter Commercial,2020,4,11,3,22,33XX CAMBIE ST,Riley Park,491627.3253,5455884.658
Break and Enter Commercial,2020,10,23,23,47,33XX E 4TH AVE,Hastings-Sunrise,497675.0971,5457101.601
Break and Enter Commercial,2020,5,1,3,30,33XX GRANDVIEW HWY,Renfrew-Collingwood,497573.7969,5456147.369
Break and Enter Commercial,2020,4,6,13,39,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.878
Break and Enter Commercial,2020,5,4,0,0,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.878
Break and Enter Commercial,2020,8,5,12,20,33XX KINGSWAY AVE,Renfrew-Collingwood,497487.7127,5453399.132
Break and Enter Commercial,2020,4,8,9,21,33XX KINGSWAY AVE,Renfrew-Collingwood,497560.4093,5453342.984
Break and Enter Commercial,2020,5,14,23,14,33XX MAIN ST,Riley Park,492628.268,5455849.149
Break and Enter Commercial,2020,3,24,21,0,33XX MARQUETTE CRES,Killarney,497736.1245,5451065.711
Break and Enter Commercial,2020,5,7,18,0,33XX MARQUETTE CRES,Killarney,497736.1245,5451065.711
Break and Enter Commercial,2020,6,29,9,8,33XX MARQUETTE CRES,Killarney,497736.1245,5451065.711
Break and Enter Commercial,2020,11,4,8,3,33XX MARQUETTE CRES,Killarney,497736.1245,5451065.711
Break and Enter Commercial,2020,10,31,7,49,33XX MARQUETTE CRES,Killarney,497739.4702,5451068.513
Break and Enter Commercial,2020,9,15,7,30,33XX W 16TH AVE,Kitsilano,487034.6098,5456145.734
Break and Enter Commercial,2020,6,4,0,46,34XX ASCOT PL,Renfrew-Collingwood,497630.8353,5454010.446
Break and Enter Commercial,2020,5,1,0,57,34XX CAMBIE ST,South Cambie,491611.9553,5455707.975
Break and Enter Commercial,2020,10,13,12,3,34XX CROWLEY DR,Renfrew-Collingwood,497678.7707,5453827.689
Break and Enter Commercial,2020,8,27,21,0,34XX E HASTINGS ST,Hastings-Sunrise,497881.503,5458714.02
Break and Enter Commercial,2020,9,9,11,38,34XX KINGSWAY AVE,Killarney,497790.6052,5453240.778
Break and Enter Commercial,2020,7,16,3,18,34XX PORTER ST,Kensington-Cedar Cottage,495155.8784,5455717.884
Break and Enter Commercial,2020,4,6,23,59,34XX TERRA VITA PL,Hastings-Sunrise,497786.5943,5458199.41
Break and Enter Commercial,2020,7,7,0,0,34XX TERRA VITA PL,Hastings-Sunrise,497799.4407,5458203.807
Break and Enter Commercial,2020,9,17,8,8,34XX W BROADWAY AVE,Kitsilano,486835.9911,5456847.315
Break and Enter Commercial,2020,10,3,23,0,34XX YARDLEY AVE,Renfrew-Collingwood,497713.2246,5454130.955
Break and Enter Commercial,2020,9,3,5,2,35XX CROWLEY DR,Renfrew-Collingwood,497959.8864,5453625.856
Break and Enter Commercial,2020,10,22,17,0,35XX E HASTINGS ST,Hastings-Sunrise,498063.9011,5458704.589
Break and Enter Commercial,2020,10,17,3,46,35XX MAIN ST,Riley Park,492651.4709,5455594.073
Break and Enter Commercial,2020,9,9,18,30,35XX W 41ST AVE,Dunbar-Southlands,486612.4681,5453565.892
Break and Enter Commercial,2020,8,11,5,40,35XX W 41ST AVE,Dunbar-Southlands,486648.3799,5453565.723
Break and Enter Commercial,2020,9,21,3,40,36XX E 1ST AVE,Hastings-Sunrise,498176.7092,5457397.623
Break and Enter Commercial,2020,4,11,18,0,36XX E HASTINGS ST,Hastings-Sunrise,498166.4846,5458704.773
Break and Enter Commercial,2020,5,4,7,53,36XX GRANDVIEW HWY,Renfrew-Collingwood,498245.3608,5456164.489
Break and Enter Commercial,2020,5,8,8,30,36XX LOUGHEED HWY,Hastings-Sunrise,498141.2992,5456933.798
Break and Enter Commercial,2020,4,1,17,30,36XX MAIN ST,Riley Park,492650.0373,5455533.434
Break and Enter Commercial,2020,11,1,21,0,36XX RAE AVE,Renfrew-Collingwood,498236.1176,5453738.648
Break and Enter Commercial,2020,4,25,4,12,36XX W 10TH AVE,Kitsilano,486549.2785,5456765.769
Break and Enter Commercial,2020,5,16,0,0,36XX W 16TH AVE,Kitsilano,486507.2294,5456159.623
Break and Enter Commercial,2020,6,11,7,0,36XX W BROADWAY AVE,Kitsilano,486567.8822,5456854.779
Break and Enter Commercial,2020,8,15,12,0,36XX WELLINGTON AVE,Renfrew-Collingwood,498216.3514,5453896.714
Break and Enter Commercial,2020,7,13,20,0,37XX CAMBIE ST,Riley Park,491614.5375,5455454.792
Break and Enter Commercial,2020,9,18,22,55,37XX CLARK DR,Kensington-Cedar Cottage,494328.0733,5455405.665
Break and Enter Commercial,2020,5,25,5,19,37XX MAIN ST,Riley Park,492646.7147,5455365.058
Break and Enter Commercial,2020,3,11,18,24,37XX MAIN ST,Riley Park,492656.7329,5455390.675
Break and Enter Commercial,2020,6,29,11,19,37XX RUPERT ST,Renfrew-Collingwood,497530.8893,5455376.531
Break and Enter Commercial,2020,7,21,8,22,37XX RUPERT ST,Renfrew-Collingwood,497530.8893,5455376.531
Break and Enter Commercial,2020,10,5,8,32,37XX W 10TH AVE,West Point Grey,486411.2808,5456761.27
Break and Enter Commercial,2020,3,17,9,22,37XX W 10TH AVE,West Point Grey,486414.2391,5456761.141
Break and Enter Commercial,2020,5,16,2,0,37XX W 6TH AVE,West Point Grey,486409.9922,5457152.942
Break and Enter Commercial,2020,9,22,20,22,38XX POINT GREY RD,West Point Grey,486253.91,5457691.816
Break and Enter Commercial,2020,5,26,0,0,38XX RUPERT ST,Renfrew-Collingwood,497530.3736,5455229.659
Break and Enter Commercial,2020,8,7,3,30,38XX RUPERT ST,Renfrew-Collingwood,497548.0338,5455274.053
Break and Enter Commercial,2020,4,5,23,50,39XX MAIN ST,Riley Park,492643.2604,5455246.683
Break and Enter Commercial,2020,4,23,14,41,39XX MAIN ST,Riley Park,492643.7524,5455264.502
Break and Enter Commercial,2020,10,17,12,9,39XX MAIN ST,Riley Park,492652.1831,5455238.544
Break and Enter Commercial,2020,5,12,3,16,3X E 10TH AVE,Mount Pleasant,492411.6934,5456589.155
Break and Enter Commercial,2020,4,15,10,14,3X E 5TH AVE,Mount Pleasant,492432.3482,5457080.881
Break and Enter Commercial,2020,5,31,19,30,3X E 6TH AVE,Mount Pleasant,492420.7798,5456977.503
Break and Enter Commercial,2020,8,27,19,23,3X N TEMPLETON DR,Grandview-Woodland,495653.1619,5459153.444
Break and Enter Commercial,2020,7,29,3,50,3X W 3RD AVE,Mount Pleasant,492338.7034,5457293.732
Break and Enter Commercial,2020,7,11,8,0,3X W CORDOVA ST,Central Business District,492345.5984,5458874.948
Break and Enter Commercial,2020,10,16,22,30,3X W CORDOVA ST,Central Business District,492345.5984,5458874.948
Break and Enter Commercial,2020,10,31,5,24,3X W CORDOVA ST,Central Business District,492354.9972,5458881.654
Break and Enter Commercial,2020,4,22,4,20,3X W HASTINGS ST,Central Business District,492334.2595,5458778.808
Break and Enter Commercial,2020,4,17,9,58,3X W HASTINGS ST,Central Business District,492341.916,5458776.645
Break and Enter Commercial,2020,10,23,1,0,3X W PENDER ST,Central Business District,492310.1566,5458674.523
Break and Enter Commercial,2020,8,5,20,55,3XX ABBOTT ST,Central Business District,492213.8723,5458862.647
Break and Enter Commercial,2020,3,23,2,50,3XX ABBOTT ST,Central Business District,492226.7604,5458908.008
Break and Enter Commercial,2020,9,28,3,26,3XX CAMBIE ST,Central Business District,492051.2001,5458963.158
Break and Enter Commercial,2020,5,7,6,16,3XX CARRALL ST,Central Business District,492410.8037,5458823.75
Break and Enter Commercial,2020,9,20,0,50,3XX CARRALL ST,Central Business District,492410.8037,5458823.75
Break and Enter Commercial,2020,4,6,3,0,3XX CARRALL ST,Central Business District,492411.052,5458829.63
Break and Enter Commercial,2020,6,10,5,0,3XX COLUMBIA ST,Central Business District,492558.8184,5458777.938
Break and Enter Commercial,2020,4,13,20,0,3XX COLUMBIA ST,Central Business District,492568.444,5458795.043
Break and Enter Commercial,2020,6,3,19,3,3XX COLUMBIA ST,Central Business District,492568.444,5458795.043
Break and Enter Commercial,2020,8,10,3,55,3XX COMMERCIAL DR,Grandview-Woodland,494885.8056,5458813.214
Break and Enter Commercial,2020,9,23,18,6,3XX DAVIE ST,Central Business District,491073.0057,5458017.872
Break and Enter Commercial,2020,10,16,0,0,3XX E 10TH AVE,Mount Pleasant,492924.8995,5456576.424
Break and Enter Commercial,2020,3,16,9,25,3XX E 36TH AVE,Riley Park,492832.1386,5453923.065
Break and Enter Commercial,2020,4,4,19,0,3XX E 7TH AVE,Mount Pleasant,493002.6356,5456869.74
Break and Enter Commercial,2020,8,13,23,0,3XX E 8TH AVE,Mount Pleasant,492848.5423,5456765.19
Break and Enter Commercial,2020,7,4,3,10,3XX E 8TH AVE,Mount Pleasant,492947.293,5456762.324
Break and Enter Commercial,2020,9,21,19,57,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.39
Break and Enter Commercial,2020,3,25,12,0,3XX E BROADWAY AVE,Mount Pleasant,492960.3314,5456677.181
Break and Enter Commercial,2020,9,27,18,49,3XX E KENT AVE S,Sunset,492738.9123,5450490.35
Break and Enter Commercial,2020,5,23,20,0,3XX GRANVILLE ST,Central Business District,491744.5862,5459197.223
Break and Enter Commercial,2020,3,25,0,42,3XX GRANVILLE ST,Central Business District,491779.1428,5459232.03
Break and Enter Commercial,2020,6,5,4,6,3XX GRANVILLE ST,Central Business District,491779.1428,5459232.03
Break and Enter Commercial,2020,3,29,4,0,3XX HOWE ST,Central Business District,491696.8296,5459307.995
Break and Enter Commercial,2020,3,12,17,0,3XX LAKEWOOD DR,Grandview-Woodland,495518.1532,5458746.599
Break and Enter Commercial,2020,4,20,12,4,3XX LAKEWOOD DR,Grandview-Woodland,495518.1532,5458746.599
Break and Enter Commercial,2020,4,10,15,0,3XX MAIN ST,Central Business District,492749.0784,5458833.076
Break and Enter Commercial,2020,7,3,12,21,3XX MENCHIONS MEWS,Central Business District,490501.5119,5459985.726
Break and Enter Commercial,2020,3,26,12,28,3XX RAILWAY ST,Strathcona,492963.5452,5459098.489
Break and Enter Commercial,2020,3,21,23,25,3XX RAILWAY ST,Strathcona,492973.9745,5459102.151
Break and Enter Commercial,2020,6,9,3,49,3XX RAILWAY ST,Strathcona,492973.9745,5459102.151
Break and Enter Commercial,2020,9,7,12,50,3XX RAILWAY ST,Strathcona,493058.5474,5459129.019
Break and Enter Commercial,2020,6,19,11,26,3XX RENFREW ST,Hastings-Sunrise,496795.8959,5458794.76
Break and Enter Commercial,2020,9,9,3,43,3XX RICHARDS ST,Central Business District,491868.2519,5459039.169
Break and Enter Commercial,2020,4,12,3,11,3XX ROBSON ST,Central Business District,491549.0549,5458471.844
Break and Enter Commercial,2020,4,21,3,46,3XX ROBSON ST,Central Business District,491553.4976,5458467.206
Break and Enter Commercial,2020,6,1,21,30,3XX SEMLIN DR,Grandview-Woodland,495367.2179,5458794.644
Break and Enter Commercial,2020,3,21,3,56,3XX TERMINAL AVE,Strathcona,493000.1651,5457727.574
Break and Enter Commercial,2020,4,27,3,36,3XX TERMINAL AVE,Strathcona,493046.6428,5457715.073
Break and Enter Commercial,2020,3,22,4,0,3XX W 2ND AVE,Mount Pleasant,491879.8884,5457271.506
Break and Enter Commercial,2020,3,28,5,41,3XX W 2ND AVE,Mount Pleasant,491879.8884,5457271.506
Break and Enter Commercial,2020,5,27,3,0,3XX W 2ND AVE,Mount Pleasant,491879.8884,5457271.506
Break and Enter Commercial,2020,3,14,5,41,3XX W 59TH AVE,Marpole,491788.469,5451577.631
Break and Enter Commercial,2020,4,21,5,21,3XX W 59TH AVE,Marpole,491788.469,5451577.631
Break and Enter Commercial,2020,10,15,18,34,3XX W 59TH AVE,Marpole,491788.469,5451577.631
Break and Enter Commercial,2020,3,27,1,1,3XX W 5TH AVE,Mount Pleasant,491826.0398,5457097.714
Break and Enter Commercial,2020,4,19,19,7,3XX W 7TH AVE,Mount Pleasant,491796.5556,5456904.847
Break and Enter Commercial,2020,8,3,10,10,3XX W 7TH AVE,Mount Pleasant,491796.5556,5456904.847
Break and Enter Commercial,2020,4,24,4,30,3XX W BROADWAY AVE,Mount Pleasant,491814.0715,5456713.667
